1,1,1,"RYW",1,2,3
1,-1,1,"RBW",1,-2,3
-1,1,1,"GYW",-1,2,3
-1,-1,1,"GBW",-1,-2,3
1,1,-1,"RYS",1,2,-3
1,-1,-1,"RBS",1,-2,-3
-1,1,-1,"GYS",-1,2,-3
-1,-1,-1,"GBS",-1,-2,-3
